Gender,Manager Level,Title,Age,Education Degree,Confident,Capable,Efficient,Intelligent,Friendly,Trustworthy,Warm,Sincere,Jealous,Envious,Admiring,Proud,Inspired,Angry,Disgusted,Hateful,Frustrated,Ashamed,Pity,Sympathy
Male,Middle,Assistant Manager,47,Bachelor,Strongly Agree,Neutral,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,Agree,Disagree,Neutral,Strongly Agree,Neutral
Male,Top,C-Level,56,Bachelor,Agree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Agree,Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Disagree,Neutral,Strongly Disagree,Strongly Agree,Neutral,Neutral,Strongly Disagree,Disagree,Disagree
Male,Middle,Supervisor,40,PhD,Disagree,Neutral,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Disagree,Agree,Neutral,Strongly Disagree,Disagree,Neutral,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
Female,Middle,Organizational Manager,41,PhD,Strongly Disagree,Disagree,Agree,Neutral,Agree,Disagree,Neutral,Agree,Strongly Agree,Agree,Strongly Disagree,Disagree,Disagree,Neutral,Agree,Neutral,Disagree,Disagree,Agree,Strongly Agree
Male,Middle,Organizational Manager,54,MBA,Neutral,Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Disagree,Neutral,Neutral,Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Neutral,Disagree
Female,Level,Supervisor,50,Bachelor,Strongly Disagree,Strongly Agree,Agree,Strongly Disagree,Disagree,Strongly Agree,Agree,Agree,Strongly Agree,Neutral,Strongly Agree,Agree,Strongly Agree,Disagree,Strongly Disagree,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Disagree
Female,Middle,C-Level,58,MBA,Strongly Agree,Disagree,Agree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Disagree,Strongly Agree,Disagree,Neutral,Disagree,Neutral,Strongly Agree,Neutral,Strongly Agree,Strongly Disagree
Female,Level,Supervisor,47,PhD,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Agree,Strongly Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Agree,Strongly Disagree,Agree,Disagree
Male,Top,Supervisor,42,MBA,Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Neutral,Agree,Disagree,Strongly Disagree,Disagree,Neutral,Agree,Strongly Disagree,Agree,Disagree,Disagree,Neutral,Disagree,Strongly Agree,Agree,Disagree
Male,Top,Assistant Manager,41,PhD,Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Disagree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Neutral,Neutral,Strongly Agree,Disagree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree
Female,Level,Board Member,48,MBA,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Neutral,Disagree,Strongly Agree,Neutral,Disagree,Agree,Neutral,Disagree,Strongly Agree,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Disagree
Female,Middle,President,53,Bachelor,Strongly Agree,Neutral,Agree,Strongly Agree,Agree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Agree,Neutral,Strongly Agree,Strongly Disagree,Neutral,Disagree,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree
Male,Middle,Organizational Manager,41,PhD,Agree,Strongly Agree,Strongly Disagree,Agree,Neutral,Disagree,Strongly Agree,Agree,Neutral,Neutral,Disagree,Disagree,Strongly Disagree,Disagree,Agree,Strongly Agree,Agree,Strongly Agree,Neutral,Disagree
Male,Middle,Board Member,46,MBA,Strongly Agree,Neutral,Agree,Agree,Neutral,Agree,Neutral,Agree,Strongly Agree,Neutral,Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Disagree,Neutral
Male,Top,Assistant Manager,40,Bachelor,Disagree,Strongly Disagree,Disagree,Agree,Strongly Agree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Neutral,Neutral,Neutral,Agree,Strongly Disagree
Female,Top,Supervisor,59,Master,Strongly Agree,Neutral,Neutral,Strongly Disagree,Neutral,Agree,Disagree,Agree,Strongly Disagree,Disagree,Strongly Agree,Neutral,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Neutral,Neutral,Agree
Male,Top,C-Level,39,Master,Neutral,Strongly Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Strongly Disagree,Agree,Strongly Disagree,Agree,Neutral,Strongly Disagree,Neutral,Disagree,Neutral,Neutral,Disagree,Strongly Disagree
Female,Top,Vice-president,57,PhD,Strongly Disagree,Disagree,Strongly Agree,Neutral,Disagree,Strongly Agree,Strongly Disagree,Agree,Strongly Disagree,Neutral,Strongly Disagree,Disagree,Strongly Disagree,Strongly Agree,Agree,Agree,Strongly Disagree,Neutral,Strongly Disagree,Neutral
Male,Middle,C-Level,48,PhD,Strongly Agree,Disagree,Disagree,Strongly Disagree,Strongly Agree,Agree,Disagree,Neutral,Disagree,Neutral,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Strongly Agree,Neutral,Strongly Disagree
Male,Middle,President,48,PhD,Agree,Disagree,Disagree,Agree,Neutral,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Neutral,Agree,Agree,Agree,Disagree,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree
Male,Middle,President,48,PhD,Strongly Agree,Neutral,Neutral,Disagree,Disagree,Neutral,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Disagree,Neutral,Agree,Disagree,Neutral,Neutral,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree
Male,Top,Supervisor,48,Master,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Disagree,Neutral,Agree,Disagree,Strongly Disagree,Neutral,Agree,Agree,Disagree,Neutral,Neutral,Disagree
Female,Middle,Vice-president,41,PhD,Agree,Agree,Disagree,Agree,Disagree,Disagree,Strongly Disagree,Neutral,Neutral,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree
Female,Top,Supervisor,39,Master,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Neutral,Strongly Agree,Neutral,Strongly Disagree,Strongly Agree,Agree,Agree,Strongly Disagree,Strongly Agree,Disagree,Neutral,Strongly Agree,Disagree,Strongly Disagree
Female,Level,Supervisor,42,PhD,Disagree,Neutral,Strongly Disagree,Agree,Strongly Agree,Disagree,Disagree,Agree,Agree,Neutral,Neutral,Strongly Disagree,Disagree,Strongly Agree,Strongly Disagree,Neutral,Strongly Disagree,Agree,Strongly Disagree,Agree
Female,Middle,Assistant Manager,43,PhD,Strongly Agree,Disagree,Disagree,Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Neutral,Disagree,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Disagree,Neutral,Strongly Agree,Strongly Agree,Neutral,Disagree
Male,Level,C-Level,56,Master,Neutral,Neutral,Disagree,Disagree,Agree,Neutral,Disagree,Agree,Neutral,Strongly Agree,Disagree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Neutral
Male,Middle,Assistant Manager,59,PhD,Neutral,Neutral,Strongly Disagree,Disagree,Strongly Agree,Strongly Disagree,Agree,Strongly Disagree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree
Male,Middle,Assistant Manager,55,Bachelor,Strongly Agree,Strongly Disagree,Disagree,Neutral,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Neutral,Disagree,Disagree,Agree,Strongly Agree,Disagree,Strongly Disagree,Agree
Male,Top,C-Level,41,MBA,Neutral,Agree,Disagree,Neutral,Neutral,Neutral,Strongly Agree,Agree,Agree,Strongly Agree,Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Neutral,Neutral,Strongly Disagree
Female,Middle,Supervisor,38,Master,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Neutral,Strongly Agree,Disagree,Strongly Agree,Strongly Disagree,Agree,Disagree,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,Neutral,Agree,Agree,Strongly Disagree,Disagree
Male,Level,Vice-president,38,MBA,Agree,Neutral,Neutral,Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Disagree,Neutral,Strongly Disagree,Neutral,Strongly Agree,Agree,Disagree,Disagree,Disagree,Disagree
Female,Top,C-Level,58,Bachelor,Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Neutral,Neutral,Strongly Agree,Strongly Agree,Strongly Disagree,Neutral,Agree,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree
Male,Middle,Assistant Manager,50,MBA,Neutral,Disagree,Strongly Disagree,Neutral,Neutral,Strongly Disagree,Neutral,Neutral,Agree,Neutral,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree
Male,Level,Supervisor,53,PhD,Strongly Disagree,Disagree,Agree,Neutral,Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Disagree,Disagree,Neutral,Strongly Disagree,Agree,Strongly Disagree,Agree,Agree,Disagree
Male,Top,Vice-president,52,Master,Strongly Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Disagree,Strongly Agree,Disagree,Strongly Disagree,Neutral,Neutral,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree
Female,Top,Board Member,55,PhD,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Disagree,Neutral,Agree,Agree,Neutral,Strongly Agree,Agree,Strongly Disagree,Neutral,Disagree,Neutral
Female,Middle,Supervisor,45,MBA,Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Neutral,Strongly Agree,Agree,Disagree,Disagree,Agree,Agree,Strongly Agree,Neutral,Strongly Agree,Disagree,Neutral,Strongly Agree
Male,Middle,Vice-president,39,Master,Agree,Agree,Neutral,Agree,Agree,Strongly Disagree,Disagree,Strongly Agree,Agree,Neutral,Agree,Neutral,Strongly Agree,Disagree,Strongly Disagree,Disagree,Strongly Agree,Disagree,Neutral,Strongly Disagree
Male,Middle,Assistant Manager,59,Bachelor,Strongly Disagree,Neutral,Strongly Disagree,Neutral,Strongly Disagree,Strongly Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Agree,Strongly Agree,Neutral,Strongly Disagree,Agree,Neutral,Agree,Neutral
Female,Middle,Supervisor,52,MBA,Strongly Disagree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Neutral,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Neutral
Male,Top,Board Member,47,Bachelor,Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Neutral,Disagree,Strongly Disagree,Agree,Disagree,Strongly Disagree,Strongly Agree,Agree,Agree,Neutral,Disagree,Strongly Disagree,Disagree,Neutral
Female,Level,President,41,PhD,Disagree,Strongly Agree,Neutral,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Disagree,Strongly Disagree,Disagree,Neutral,Strongly Agree,Disagree,Neutral,Disagree,Neutral,Neutral
Male,Level,C-Level,52,MBA,Agree,Disagree,Strongly Agree,Agree,Agree,Disagree,Disagree,Disagree,Strongly Disagree,Neutral,Strongly Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Strongly Agree,Neutral,Neutral,Strongly Agree
Female,Top,Assistant Manager,45,Bachelor,Disagree,Neutral,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Neutral,Strongly Agree,Agree,Disagree,Strongly Agree,Neutral,Agree,Strongly Disagree,Agree,Agree,Neutral,Agree,Strongly Disagree
Male,Level,C-Level,57,Bachelor,Neutral,Agree,Strongly Agree,Neutral,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Disagree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Disagree,Strongly Disagree
Male,Level,C-Level,38,MBA,Disagree,Strongly Agree,Disagree,Strongly Disagree,Neutral,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Neutral,Neutral,Neutral,Agree,Strongly Disagree,Neutral,Strongly Agree,Disagree,Neutral
Male,Level,Vice-president,38,Bachelor,Neutral,Strongly Agree,Agree,Disagree,Strongly Disagree,Disagree,Neutral,Strongly Disagree,Disagree,Strongly Disagree,Agree,Disagree,Neutral,Neutral,Strongly Agree,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Disagree
Male,Level,Assistant Manager,49,MBA,Neutral,Strongly Disagree,Neutral,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Strongly Agree,Strongly Disagree,Neutral,Agree,Strongly Agree,Agree,Agree,Neutral,Strongly Disagree,Agree,Strongly Disagree
Female,Level,Vice-president,54,PhD,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Neutral,Strongly Disagree,Neutral,Strongly Disagree,Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Disagree,Strongly Agree,Disagree,Agree,Strongly Agree
Male,Top,President,52,PhD,Disagree,Agree,Agree,Neutral,Strongly Disagree,Disagree,Strongly Agree,Disagree,Agree,Neutral,Strongly Disagree,Strongly Disagree,Disagree,Strongly Agree,Neutral,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Disagree
Female,Top,C-Level,49,MBA,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Neutral,Agree,Neutral,Strongly Agree,Neutral,Neutral,Strongly Disagree,Disagree,Neutral,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Strongly Agree,Disagree
Female,Level,Board Member,44,Bachelor,Disagree,Neutral,Neutral,Strongly Disagree,Strongly Disagree,Agree,Agree,Neutral,Disagree,Neutral,Strongly Disagree,Disagree,Agree,Agree,Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree
Female,Top,Board Member,55,PhD,Strongly Disagree,Strongly Disagree,Neutral,Agree,Strongly Disagree,Agree,Agree,Disagree,Strongly Agree,Disagree,Disagree,Strongly Disagree,Disagree,Strongly Agree,Neutral,Agree,Strongly Agree,Disagree,Agree,Neutral
Female,Top,C-Level,57,PhD,Disagree,Neutral,Disagree,Neutral,Agree,Neutral,Strongly Disagree,Neutral,Neutral,Disagree,Strongly Disagree,Agree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Disagree,Agree,Neutral,Agree,Strongly Disagree
Female,Level,President,42,Bachelor,Disagree,Disagree,Disagree,Neutral,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Disagree,Agree,Neutral,Disagree,Neutral,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree
Female,Level,President,56,Master,Strongly Disagree,Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Neutral,Neutral,Strongly Disagree,Neutral,Disagree,Neutral,Neutral,Agree
Male,Top,C-Level,52,Master,Neutral,Strongly Agree,Disagree,Strongly Agree,Agree,Neutral,Strongly Disagree,Neutral,Neutral,Strongly Disagree,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Strongly Agree,Strongly Agree,Neutral,Neutral
Female,Top,Organizational Manager,54,MBA,Strongly Agree,Disagree,Agree,Disagree,Strongly Agree,Disagree,Agree,Strongly Disagree,Disagree,Strongly Disagree,Neutral,Neutral,Agree,Strongly Agree,Neutral,Strongly Disagree,Strongly Disagree,Neutral,Disagree,Neutral
Female,Middle,Supervisor,44,PhD,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Disagree,Agree,Neutral,Disagree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Agree,Strongly Disagree,Agree,Disagree,Strongly Agree,Agree
Male,Top,Vice-president,47,PhD,Strongly Agree,Disagree,Disagree,Agree,Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Neutral,Disagree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Disagree,Neutral,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree
Female,Top,Assistant Manager,42,PhD,Disagree,Disagree,Neutral,Neutral,Strongly Disagree,Strongly Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Neutral,Disagree,Disagree,Disagree,Strongly Agree
Female,Level,Supervisor,52,Bachelor,Agree,Agree,Agree,Agree,Neutral,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Agree,Disagree,Strongly Agree,Strongly Disagree
Female,Middle,C-Level,40,MBA,Agree,Neutral,Strongly Agree,Neutral,Strongly Agree,Agree,Disagree,Strongly Agree,Disagree,Agree,Agree,Neutral,Neutral,Strongly Disagree,Strongly Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Disagree
Male,Top,Supervisor,43,Bachelor,Disagree,Strongly Agree,Disagree,Agree,Strongly Disagree,Neutral,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Disagree,Agree,Agree,Disagree,Agree,Neutral,Strongly Disagree,Agree,Neutral,Agree
Male,Top,Board Member,52,Master,Neutral,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Disagree,Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Neutral,Agree,Strongly Disagree,Agree,Strongly Disagree,Disagree,Strongly Agree,Neutral
Female,Middle,Board Member,50,Bachelor,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Disagree,Disagree,Neutral,Neutral,Strongly Agree,Disagree,Agree,Neutral,Agree,Agree,Neutral,Agree,Disagree,Disagree
Male,Level,Board Member,49,MBA,Neutral,Strongly Disagree,Strongly Disagree,Neutral,Neutral,Neutral,Strongly Agree,Strongly Disagree,Agree,Strongly Disagree,Disagree,Neutral,Neutral,Strongly Disagree,Neutral,Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree
Female,Top,Board Member,44,MBA,Disagree,Agree,Neutral,Disagree,Neutral,Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Neutral,Disagree,Agree,Agree,Strongly Disagree
Male,Middle,Organizational Manager,47,PhD,Neutral,Neutral,Strongly Disagree,Strongly Agree,Neutral,Neutral,Disagree,Neutral,Agree,Neutral,Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree
Female,Middle,Organizational Manager,54,Bachelor,Agree,Agree,Neutral,Disagree,Neutral,Strongly Agree,Disagree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Neutral,Neutral,Disagree,Strongly Agree,Strongly Disagree
Female,Top,Board Member,42,Bachelor,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Strongly Agree,Disagree,Disagree,Neutral,Strongly Agree,Strongly Disagree,Neutral,Agree,Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree
Female,Level,President,54,Master,Agree,Strongly Disagree,Disagree,Disagree,Agree,Agree,Disagree,Strongly Disagree,Disagree,Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Disagree,Neutral,Neutral,Strongly Agree,Neutral
Male,Middle,President,39,MBA,Disagree,Agree,Disagree,Strongly Agree,Strongly Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Neutral,Strongly Disagree,Neutral,Agree,Disagree,Strongly Agree,Disagree,Neutral,Disagree
Female,Level,Vice-president,43,PhD,Agree,Agree,Disagree,Strongly Disagree,Disagree,Strongly Agree,Disagree,Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Disagree,Neutral,Disagree,Agree,Strongly Agree,Disagree,Disagree,Strongly Disagree,Disagree
Female,Middle,Organizational Manager,41,MBA,Disagree,Strongly Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Neutral,Strongly Disagree,Neutral,Disagree,Disagree,Agree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree
Female,Middle,President,44,MBA,Strongly Agree,Disagree,Strongly Agree,Neutral,Strongly Disagree,Strongly Agree,Neutral,Strongly Disagree,Strongly Disagree,Neutral,Agree,Neutral,Disagree,Strongly Disagree,Strongly Disagree,Agree,Agree,Strongly Disagree,Strongly Disagree,Disagree
Male,Top,Assistant Manager,42,Bachelor,Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Agree,Neutral,Agree,Agree,Neutral,Disagree,Strongly Disagree
Female,Level,Organizational Manager,44,Bachelor,Strongly Agree,Agree,Neutral,Strongly Disagree,Strongly Agree,Disagree,Disagree,Strongly Disagree,Neutral,Agree,Disagree,Disagree,Agree,Disagree,Strongly Disagree,Neutral,Disagree,Agree,Neutral,Agree
Female,Top,C-Level,44,PhD,Neutral,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Neutral,Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Disagree,Neutral,Strongly Agree,Neutral,Strongly Agree,Agree
Female,Middle,Vice-president,42,MBA,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Neutral,Neutral,Strongly Agree,Disagree,Neutral,Agree,Neutral,Strongly Agree,Strongly Disagree,Agree,Strongly Disagree,Disagree,Strongly Agree,Neutral,Neutral,Neutral
Male,Middle,Assistant Manager,49,Master,Neutral,Disagree,Neutral,Agree,Neutral,Strongly Agree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Disagree,Agree,Strongly Disagree,Strongly Agree,Disagree,Disagree,Disagree
Male,Top,Board Member,38,PhD,Disagree,Strongly Agree,Neutral,Disagree,Disagree,Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Agree,Disagree,Strongly Disagree,Neutral,Neutral,Strongly Disagree,Strongly Agree,Disagree
Female,Middle,President,39,PhD,Strongly Agree,Neutral,Agree,Disagree,Agree,Neutral,Agree,Agree,Neutral,Disagree,Agree,Strongly Agree,Agree,Agree,Neutral,Neutral,Agree,Disagree,Strongly Disagree,Neutral
Female,Top,C-Level,55,PhD,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Agree,Strongly Agree,Neutral,Strongly Disagree,Neutral,Neutral,Neutral,Agree,Neutral,Strongly Disagree,Disagree,Agree,Strongly Disagree,Agree,Disagree,Strongly Disagree
Female,Middle,President,59,PhD,Agree,Agree,Agree,Strongly Disagree,Neutral,Disagree,Strongly Agree,Disagree,Disagree,Neutral,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Agree,Disagree,Agree,Agree
Male,Middle,Board Member,56,MBA,Strongly Disagree,Neutral,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Disagree,Agree,Agree,Strongly Disagree,Disagree,Neutral,Disagree,Disagree,Disagree,Agree,Disagree,Strongly Disagree,Strongly Disagree
Male,Level,C-Level,39,Bachelor,Strongly Agree,Disagree,Neutral,Strongly Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Disagree,Neutral,Agree,Disagree,Disagree,Agree,Neutral,Neutral,Agree,Disagree
Male,Middle,Organizational Manager,53,Master,Neutral,Neutral,Strongly Agree,Disagree,Strongly Agree,Agree,Strongly Agree,Agree,Disagree,Agree,Strongly Agree,Strongly Disagree,Disagree,Agree,Agree,Agree,Disagree,Strongly Agree,Agree,Strongly Disagree
Female,Middle,C-Level,39,Master,Disagree,Neutral,Agree,Agree,Strongly Disagree,Disagree,Disagree,Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Disagree,Neutral,Strongly Agree,Strongly Disagree,Neutral,Agree,Strongly Agree,Strongly Disagree
Female,Middle,C-Level,48,PhD,Strongly Disagree,Agree,Neutral,Disagree,Agree,Strongly Disagree,Strongly Agree,Neutral,Neutral,Neutral,Disagree,Strongly Disagree,Neutral,Strongly Agree,Neutral,Strongly Agree,Disagree,Disagree,Neutral,Disagree
Male,Middle,Assistant Manager,43,Master,Strongly Agree,Agree,Neutral,Neutral,Neutral,Disagree,Disagree,Neutral,Agree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Agree,Agree,Strongly Disagree,Agree,Disagree,Strongly Agree,Neutral
Female,Top,President,49,Bachelor,Agree,Agree,Neutral,Agree,Strongly Agree,Neutral,Neutral,Agree,Strongly Disagree,Neutral,Strongly Disagree,Agree,Agree,Strongly Disagree,Strongly Agree,Disagree,Disagree,Neutral,Strongly Disagree,Strongly Disagree
Male,Top,Board Member,39,PhD,Neutral,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Neutral,Agree,Strongly Agree,Neutral,Strongly Agree,Agree,Agree,Disagree,Neutral,Agree,Neutral,Neutral
Female,Level,Assistant Manager,54,Bachelor,Disagree,Strongly Agree,Neutral,Neutral,Disagree,Strongly Disagree,Agree,Neutral,Strongly Agree,Disagree,Strongly Disagree,Neutral,Neutral,Agree,Neutral,Agree,Neutral,Strongly Agree,Agree,Agree
Male,Top,C-Level,40,PhD,Disagree,Strongly Disagree,Neutral,Disagree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Disagree,Neutral,Agree,Agree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree
